Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Failure Type,temp_diff,power,torque_per_wear
1,299.3,310.8,1523,40.9,141,0,No Failure,11.5,62290.7,0.2880281690140845
0,299.3,310.7,1495,39.2,144,0,No Failure,11.399999999999977,58604.00000000001,0.2703448275862069
1,299.3,310.7,1440,45.5,146,0,No Failure,11.399999999999977,65520.0,0.30952380952380953
2,299.4,310.8,1585,31.4,149,0,No Failure,11.400000000000034,49769.0,0.20933333333333332
0,299.5,310.8,1374,48.3,154,0,No Failure,11.300000000000011,66364.2,0.3116129032258064
1,299.5,310.8,1507,40.2,156,0,No Failure,11.300000000000011,60581.4,0.25605095541401274
1,299.5,310.9,1577,34.6,159,0,No Failure,11.399999999999977,54564.200000000004,0.21625
0,299.5,310.9,1496,38.5,162,0,No Failure,11.399999999999977,57596.0,0.2361963190184049
0,299.6,310.9,1487,42.5,164,0,No Failure,11.299999999999955,63197.5,0.25757575757575757
0,299.6,310.9,1853,26.3,166,0,No Failure,11.299999999999955,48733.9,0.15748502994011976
1,299.7,311.0,1435,50.1,168,0,No Failure,11.300000000000011,71893.5,0.2964497041420118
1,299.8,311.1,1763,25.5,171,0,No Failure,11.300000000000011,44956.5,0.14825581395348839
0,299.8,311.1,1820,24.9,174,0,No Failure,11.300000000000011,45318.0,0.14228571428571427
1,299.8,311.1,1498,38.1,176,0,No Failure,11.300000000000011,57073.8,0.2152542372881356
0,299.8,311.1,1603,35.1,179,0,No Failure,11.300000000000011,56265.3,0.195
0,299.8,311.1,1412,42.5,181,0,No Failure,11.300000000000011,60010.0,0.23351648351648352
0,299.8,311.1,1588,38.0,183,0,No Failure,11.300000000000011,60344.0,0.20652173913043478
1,299.8,311.0,1948,20.0,185,0,No Failure,11.199999999999989,38960.0,0.10752688172043011
0,299.7,310.9,1384,48.2,188,0,No Failure,11.199999999999989,66708.8,0.25502645502645505
0,299.7,310.8,1589,36.0,190,0,No Failure,11.100000000000023,57204.0,0.18848167539267016
1,299.7,310.8,1405,47.6,192,0,No Failure,11.100000000000023,66878.0,0.24663212435233162
0,299.7,310.9,1491,40.1,195,0,No Failure,11.199999999999989,59789.1,0.2045918367346939
2,299.7,310.8,1418,46.6,197,0,No Failure,11.100000000000023,66078.8,0.23535353535353537
1,299.6,310.8,1603,35.4,202,0,No Failure,11.199999999999989,56746.2,0.17438423645320197
0,299.6,310.7,1922,23.3,205,1,Tool Wear Failure,11.099999999999966,44782.6,0.11310679611650486
1,299.5,310.7,1364,49.5,0,0,No Failure,11.199999999999989,67518.0,49.5
0,299.4,310.7,1551,41.2,3,0,No Failure,11.300000000000011,63901.200000000004,10.3
0,299.5,310.7,1589,33.5,5,0,No Failure,11.199999999999989,53231.5,5.583333333333333
1,299.5,310.7,1423,56.5,7,0,No Failure,11.199999999999989,80399.5,7.0625
0,299.4,310.6,1418,53.1,10,0,No Failure,11.200000000000045,75295.8,4.827272727272727
1,299.3,310.5,1404,47.5,12,0,No Failure,11.199999999999989,66690.0,3.6538461538461537
0,299.3,310.5,1281,59.8,15,0,No Failure,11.199999999999989,76603.8,3.7375
0,299.3,310.5,1529,41.3,17,0,No Failure,11.199999999999989,63147.7,2.2944444444444443
1,299.3,310.5,1563,42.1,19,0,No Failure,11.199999999999989,65802.3,2.105
0,299.4,310.6,1348,54.5,22,0,No Failure,11.200000000000045,73466.0,2.369565217391304
1,299.3,310.5,1462,40.5,24,0,No Failure,11.199999999999989,59211.0,1.62
2,299.3,310.4,1510,45.5,27,0,No Failure,11.099999999999966,68705.0,1.625
0,299.2,310.4,1472,43.3,32,0,No Failure,11.199999999999989,63737.6,1.312121212121212
1,299.2,310.4,1325,52.0,34,0,No Failure,11.199999999999989,68900.0,1.4857142857142858
0,299.2,310.4,1570,37.3,37,0,No Failure,11.199999999999989,58560.99999999999,0.981578947368421
0,299.2,310.4,1379,46.8,39,0,No Failure,11.199999999999989,64537.2,1.17
0,299.1,310.2,1352,52.8,41,0,No Failure,11.099999999999966,71385.59999999999,1.2571428571428571
0,299.1,310.3,1727,28.7,43,0,No Failure,11.199999999999989,49564.9,0.6522727272727272
2,299.0,310.1,1432,50.0,45,0,No Failure,11.100000000000023,71600.0,1.0869565217391304
0,298.9,310.1,1466,43.4,50,0,No Failure,11.200000000000045,63624.4,0.8509803921568627
0,298.9,310.1,1510,38.0,52,0,No Failure,11.200000000000045,57380.0,0.7169811320754716
0,299.0,310.2,1490,41.1,54,0,No Failure,11.199999999999989,61239.0,0.7472727272727273
0,299.0,310.1,1463,37.4,56,0,No Failure,11.100000000000023,54716.2,0.6561403508771929
1,298.9,310.0,1561,45.3,58,0,No Failure,11.100000000000023,70713.29999999999,0.7677966101694915
0,298.9,310.1,2109,18.0,61,0,No Failure,11.200000000000045,37962.0,0.2903225806451613
0,298.9,310.2,1705,32.5,63,0,No Failure,11.300000000000011,55412.5,0.5078125
1,298.9,310.1,1549,40.2,65,0,No Failure,11.200000000000045,62269.8,0.6090909090909091
2,299.0,310.2,1637,38.0,68,0,No Failure,11.199999999999989,62206.0,0.5507246376811594
1,298.9,310.1,1484,37.9,73,0,No Failure,11.200000000000045,56243.6,0.5121621621621621
0,298.9,310.1,1401,44.4,76,0,No Failure,11.200000000000045,62204.4,0.5766233766233766
0,298.9,310.1,1571,36.8,78,0,No Failure,11.200000000000045,57812.799999999996,0.46582278481012657
1,298.9,310.1,1513,41.5,80,0,No Failure,11.200000000000045,62789.5,0.5123456790123457
0,299.0,310.1,1470,40.3,83,0,No Failure,11.100000000000023,59240.99999999999,0.4797619047619047
0,299.0,310.1,1505,41.3,85,0,No Failure,11.100000000000023,62156.49999999999,0.48023255813953486
0,299.0,310.2,1432,42.2,87,0,No Failure,11.199999999999989,60430.4,0.47954545454545455
1,299.0,310.2,1625,31.8,89,0,No Failure,11.199999999999989,51675.0,0.35333333333333333
0,299.0,310.2,1377,62.5,92,1,Power Failure,11.199999999999989,86062.5,0.6720430107526881
1,299.1,310.3,1441,43.9,94,0,No Failure,11.199999999999989,63259.9,0.46210526315789474
1,299.0,310.2,1564,39.9,97,0,No Failure,11.199999999999989,62403.6,0.40714285714285714
0,298.9,310.1,1580,37.3,100,0,No Failure,11.200000000000045,58933.99999999999,0.3693069306930693
0,299.0,310.2,1516,35.3,102,0,No Failure,11.199999999999989,53514.799999999996,0.34271844660194173
0,299.0,310.1,1447,42.8,104,0,No Failure,11.100000000000023,61931.6,0.4076190476190476
1,298.9,310.0,1323,52.9,106,0,No Failure,11.100000000000023,69986.7,0.49439252336448597
0,298.9,310.0,1470,45.9,109,0,No Failure,11.100000000000023,67473.0,0.41727272727272724
1,299.0,310.0,2049,19.5,111,0,No Failure,11.0,39955.5,0.17410714285714285
0,298.9,310.0,1794,27.2,114,0,No Failure,11.100000000000023,48796.799999999996,0.23652173913043478
0,298.9,310.1,1356,47.8,116,0,No Failure,11.200000000000045,64816.799999999996,0.40854700854700854
2,299.0,310.1,1555,38.6,118,0,No Failure,11.100000000000023,60023.0,0.3243697478991597
1,299.0,310.1,1487,47.5,123,0,No Failure,11.100000000000023,70632.5,0.38306451612903225
1,299.0,310.0,1341,58.9,126,0,No Failure,11.0,78984.9,0.4637795275590551
1,298.9,310.0,1487,36.6,129,0,No Failure,11.100000000000023,54424.200000000004,0.28153846153846157
2,299.0,310.0,1569,34.3,132,0,No Failure,11.0,53816.7,0.25789473684210523
2,299.0,310.1,2053,19.7,137,0,No Failure,11.100000000000023,40444.1,0.1427536231884058
0,299.0,310.1,1583,35.8,142,0,No Failure,11.100000000000023,56671.399999999994,0.25034965034965034
0,299.0,310.0,1672,33.2,144,0,No Failure,11.0,55510.4,0.22896551724137934
1,299.0,310.0,1337,57.4,146,0,No Failure,11.0,76743.8,0.3904761904761905
2,299.1,310.1,1421,41.2,149,0,No Failure,11.0,58545.200000000004,0.27466666666666667
0,299.1,310.2,1425,52.7,154,0,No Failure,11.099999999999966,75097.5,0.34
0,299.2,310.2,1609,33.2,156,0,No Failure,11.0,53418.8,0.21146496815286625
0,299.2,310.3,1507,41.3,158,0,No Failure,11.100000000000023,62239.1,0.259748427672956
0,299.2,310.3,1463,38.9,160,0,No Failure,11.100000000000023,56910.7,0.24161490683229814
2,299.3,310.4,1393,44.9,162,0,No Failure,11.099999999999966,62545.7,0.27546012269938647
0,299.3,310.4,1725,26.8,167,0,No Failure,11.099999999999966,46230.0,0.15952380952380954
0,299.4,310.5,1514,36.1,169,0,No Failure,11.100000000000023,54655.4,0.2123529411764706
0,299.3,310.4,1365,53.9,171,0,No Failure,11.099999999999966,73573.5,0.3133720930232558
0,299.4,310.5,1372,46.3,173,0,No Failure,11.100000000000023,63523.6,0.26609195402298846
0,299.4,310.4,1509,40.6,175,0,No Failure,11.0,61265.4,0.23068181818181818
0,299.3,310.4,1629,32.6,177,0,No Failure,11.099999999999966,53105.4,0.18314606741573033
0,299.4,310.5,1749,28.1,179,0,No Failure,11.100000000000023,49146.9,0.15611111111111112
0,299.4,310.4,1582,31.7,181,0,No Failure,11.0,50149.4,0.17417582417582417
0,299.2,310.2,1458,47.0,183,0,No Failure,11.0,68526.0,0.2554347826086957
0,299.1,310.1,1416,41.2,185,0,No Failure,11.0,58339.200000000004,0.22150537634408604
2,299.1,310.0,1657,33.1,187,0,No Failure,10.899999999999977,54846.700000000004,0.17606382978723406
1,299.1,310.0,1437,41.1,192,0,No Failure,10.899999999999977,59060.700000000004,0.21295336787564767
1,299.1,310.0,1580,36.0,195,0,No Failure,10.899999999999977,56880.0,0.1836734693877551
1,299.0,310.0,1488,46.3,198,0,No Failure,11.0,68894.4,0.23266331658291456
0,299.0,309.9,1373,55.7,201,1,Overstrain Failure,10.899999999999977,76476.1,0.27574257425742577
0,299.1,310.0,1367,56.3,203,1,Overstrain Failure,10.899999999999977,76962.09999999999,0.2759803921568627
2,299.1,310.0,1431,49.5,205,0,No Failure,10.899999999999977,70834.5,0.24029126213592233
0,299.0,310.1,1623,33.0,210,0,No Failure,11.100000000000023,53559.0,0.15639810426540285
0,299.0,310.0,1484,39.6,212,0,No Failure,11.0,58766.4,0.18591549295774648
0,299.0,309.9,1548,34.5,214,0,No Failure,10.899999999999977,53406.0,0.16046511627906976
0,298.9,309.8,1287,61.9,216,1,Overstrain Failure,10.900000000000034,79665.3,0.28525345622119813
1,298.9,309.8,1392,43.1,218,0,No Failure,10.900000000000034,59995.200000000004,0.19680365296803654
2,299.0,310.0,1458,44.9,221,0,No Failure,11.0,65464.2,0.20225225225225224
1,299.1,310.1,1570,30.9,226,0,No Failure,11.0,48513.0,0.13612334801762113
0,299.1,310.1,1435,48.8,229,1,Overstrain Failure,11.0,70028.0,0.21217391304347824
0,299.1,310.2,1317,54.8,231,1,Overstrain Failure,11.099999999999966,72171.59999999999,0.23620689655172414
0,299.2,310.3,1610,33.3,233,0,No Failure,11.100000000000023,53612.99999999999,0.1423076923076923
1,299.1,310.3,1838,24.0,235,0,No Failure,11.199999999999989,44112.0,0.1016949152542373
0,299.2,310.3,1352,48.9,238,1,Overstrain Failure,11.100000000000023,66112.8,0.20460251046025105
0,299.1,310.3,1619,35.2,240,0,No Failure,11.199999999999989,56988.8,0.14605809128630706
0,299.1,310.3,1619,31.1,242,0,No Failure,11.199999999999989,50350.9,0.1279835390946502
0,299.0,310.2,1690,30.7,244,0,No Failure,11.199999999999989,51883.0,0.1253061224489796
0,299.0,310.2,1412,44.1,246,0,No Failure,11.199999999999989,62269.200000000004,0.1785425101214575
2,299.0,310.2,1744,31.5,0,0,No Failure,11.199999999999989,54936.0,31.5
1,299.0,310.1,1593,35.4,5,0,No Failure,11.100000000000023,56392.2,5.8999999999999995
0,299.1,310.2,1695,29.6,8,0,No Failure,11.099999999999966,50172.0,3.288888888888889
1,299.0,310.2,1298,57.2,10,0,No Failure,11.199999999999989,74245.6,5.2
0,299.0,310.1,1886,21.2,13,0,No Failure,11.100000000000023,39983.2,1.5142857142857142
0,299.0,310.1,2033,19.3,15,0,No Failure,11.100000000000023,39236.9,1.20625
1,299.1,310.2,1711,28.1,17,0,No Failure,11.099999999999966,48079.100000000006,1.5611111111111111
0,299.1,310.2,1598,33.4,20,0,No Failure,11.099999999999966,53373.2,1.5904761904761904
0,299.1,310.1,1894,24.2,22,0,No Failure,11.0,45834.799999999996,1.0521739130434782
1,299.1,310.1,1412,44.4,24,0,No Failure,11.0,62692.799999999996,1.776
0,299.1,310.0,1394,46.6,27,0,No Failure,10.899999999999977,64960.4,1.6642857142857144
1,299.0,310.0,1338,56.4,29,0,No Failure,11.0,75463.2,1.88
2,298.9,309.9,1376,51.0,32,0,No Failure,11.0,70176.0,1.5454545454545454
0,299.0,310.0,1360,48.1,37,0,No Failure,11.0,65416.0,1.2657894736842106
0,299.1,310.1,1486,40.7,39,0,No Failure,11.0,60480.200000000004,1.0175
1,299.1,310.1,1649,31.6,41,0,No Failure,11.0,52108.4,0.7523809523809524
0,299.1,310.1,1367,45.6,44,0,No Failure,11.0,62335.200000000004,1.0133333333333334
0,299.0,310.1,1362,59.5,46,0,No Failure,11.100000000000023,81039.0,1.2659574468085106
1,298.9,310.0,1520,35.6,48,0,No Failure,11.100000000000023,54112.0,0.726530612244898
0,299.0,310.0,1582,31.9,51,0,No Failure,11.0,50465.799999999996,0.6134615384615384
1,299.0,310.0,1667,30.0,53,0,No Failure,11.0,50010.0,0.5555555555555556
0,298.9,310.0,1693,28.8,56,0,No Failure,11.100000000000023,48758.4,0.5052631578947369
0,298.9,310.0,1559,33.4,58,0,No Failure,11.100000000000023,52070.6,0.5661016949152542
0,298.9,309.9,1592,32.0,60,0,No Failure,11.0,50944.0,0.5245901639344263
0,298.9,309.9,1404,39.8,62,0,No Failure,11.0,55879.2,0.6317460317460317
1,298.8,309.8,1413,45.5,64,0,No Failure,11.0,64291.5,0.7
0,298.8,309.8,1663,28.2,67,0,No Failure,11.0,46896.6,0.41470588235294115
0,298.8,309.8,1508,36.3,69,0,No Failure,11.0,54740.399999999994,0.5185714285714286
1,298.9,309.8,1353,53.7,71,0,No Failure,10.900000000000034,72656.1,0.7458333333333333
0,298.8,309.8,1485,42.4,74,0,No Failure,11.0,62964.0,0.5653333333333334
0,298.9,310.0,1633,31.2,76,0,No Failure,11.100000000000023,50949.6,0.40519480519480516
0,298.9,310.0,1422,43.6,78,0,No Failure,11.100000000000023,61999.200000000004,0.5518987341772152
0,298.9,310.1,1577,41.4,80,0,No Failure,11.200000000000045,65287.799999999996,0.5111111111111111
0,298.9,310.0,1482,41.1,82,0,No Failure,11.100000000000023,60910.200000000004,0.4951807228915663
1,299.0,310.1,1705,30.1,84,0,No Failure,11.100000000000023,51320.5,0.35411764705882354
0,299.0,310.1,1699,32.9,87,0,No Failure,11.100000000000023,55897.1,0.37386363636363634
0,299.0,310.1,1664,29.7,89,0,No Failure,11.100000000000023,49420.799999999996,0.33
1,299.0,310.0,1486,34.6,91,0,No Failure,11.0,51415.6,0.3760869565217391
0,299.1,310.1,1336,61.3,94,0,No Failure,11.0,81896.8,0.6452631578947368
2,299.1,310.1,1429,42.9,96,0,No Failure,11.0,61304.1,0.4422680412371134
1,299.1,310.2,1456,48.4,101,0,No Failure,11.099999999999966,70470.4,0.4745098039215686
0,299.1,310.2,1496,45.0,104,0,No Failure,11.099999999999966,67320.0,0.42857142857142855
0,299.1,310.1,1894,20.1,106,0,No Failure,11.0,38069.4,0.18785046728971963
0,299.1,310.1,1373,55.6,108,0,No Failure,11.0,76338.8,0.5100917431192661
2,299.0,310.0,1387,45.2,110,0,No Failure,11.0,62692.4,0.4072072072072072
0,298.9,309.9,1500,44.2,115,0,No Failure,11.0,66300.0,0.38103448275862073
0,298.9,309.9,1517,36.6,117,0,No Failure,11.0,55522.200000000004,0.3101694915254237
0,298.9,309.9,1309,56.2,119,0,No Failure,11.0,73565.8,0.4683333333333334
1,298.9,309.9,1357,54.5,121,0,No Failure,11.0,73956.5,0.44672131147540983
0,298.8,309.8,1490,40.6,124,0,No Failure,11.0,60494.0,0.32480000000000003
2,298.8,309.8,1911,21.6,126,0,No Failure,11.0,41277.600000000006,0.1700787401574803
0,298.8,309.8,1599,33.6,131,0,No Failure,11.0,53726.4,0.2545454545454546
1,298.8,309.7,2098,19.0,133,0,No Failure,10.899999999999977,39862.0,0.1417910447761194
1,298.7,309.7,1629,27.9,136,0,No Failure,11.0,45449.1,0.20364963503649633
0,298.8,309.8,1557,37.2,139,0,No Failure,11.0,57920.4,0.26571428571428574
0,298.8,309.8,1461,39.4,141,0,No Failure,11.0,57563.4,0.27746478873239433
0,298.8,309.8,1563,33.7,143,0,No Failure,11.0,52673.100000000006,0.2340277777777778
0,298.7,309.8,1695,29.0,145,0,No Failure,11.100000000000023,49155.0,0.19863013698630136
0,298.8,310.0,1528,36.7,147,0,No Failure,11.199999999999989,56077.600000000006,0.247972972972973
0,298.8,310.0,1389,49.6,149,0,No Failure,11.199999999999989,68894.40000000001,0.33066666666666666
0,298.9,310.0,2231,17.4,151,0,No Failure,11.100000000000023,38819.399999999994,0.11447368421052631
1,298.9,310.1,1442,42.9,153,0,No Failure,11.200000000000045,61861.799999999996,0.2785714285714286
2,298.9,310.1,1458,44.3,156,0,No Failure,11.200000000000045,64589.399999999994,0.2821656050955414
0,299.0,310.1,1444,47.7,161,0,No Failure,11.100000000000023,68878.8,0.29444444444444445
1,298.9,310.0,1348,58.2,163,0,No Failure,11.100000000000023,78453.6,0.35487804878048784
0,298.9,310.0,1791,27.6,166,0,No Failure,11.100000000000023,49431.600000000006,0.16526946107784432
0,299.0,310.0,1509,38.0,168,0,No Failure,11.0,57342.0,0.22485207100591717
0,298.9,310.0,1515,42.9,170,0,No Failure,11.100000000000023,64993.5,0.25087719298245614
1,298.9,310.1,1655,31.5,172,0,No Failure,11.200000000000045,52132.5,0.18208092485549132
0,298.9,310.1,1495,42.9,175,0,No Failure,11.200000000000045,64135.5,0.24375
0,298.9,310.2,1623,37.2,177,0,No Failure,11.300000000000011,60375.600000000006,0.20898876404494385
0,298.9,310.2,1562,42.5,179,0,No Failure,11.300000000000011,66385.0,0.2361111111111111
0,298.8,310.1,1574,36.2,181,0,No Failure,11.300000000000011,56978.8,0.19890109890109892
0,298.8,310.0,1611,32.4,183,0,No Failure,11.199999999999989,52196.399999999994,0.1760869565217391
0,298.8,310.0,1403,45.6,185,0,No Failure,11.199999999999989,63976.8,0.24516129032258066
0,298.8,310.1,1481,47.4,187,0,No Failure,11.300000000000011,70199.4,0.2521276595744681
1,298.9,310.1,1441,41.2,189,0,No Failure,11.200000000000045,59369.200000000004,0.21684210526315792
2,298.8,310.1,1483,45.4,192,0,No Failure,11.300000000000011,67328.2,0.23523316062176164
0,298.7,310.0,1555,32.6,197,0,No Failure,11.300000000000011,50693.0,0.16464646464646465
0,298.6,309.9,1615,28.8,199,0,No Failure,11.299999999999955,46512.0,0.14400000000000002
0,298.6,309.8,1561,32.6,201,0,No Failure,11.199999999999989,50888.600000000006,0.1613861386138614
0,298.5,309.8,1593,35.1,203,0,No Failure,11.300000000000011,55914.3,0.17205882352941176
1,298.5,309.7,1552,34.0,205,0,No Failure,11.199999999999989,52768.0,0.1650485436893204
2,298.5,309.7,1561,35.3,208,0,No Failure,11.199999999999989,55103.299999999996,0.16889952153110047
0,298.6,309.8,1597,35.9,213,0,No Failure,11.199999999999989,57332.299999999996,0.16775700934579438
1,298.6,309.9,1517,34.0,215,0,No Failure,11.299999999999955,51578.0,0.1574074074074074
0,298.6,309.8,2271,16.2,218,1,Tool Wear Failure,11.199999999999989,36790.2,0.07397260273972603
0,298.5,309.7,1613,36.7,0,0,No Failure,11.199999999999989,59197.100000000006,36.7
1,298.5,309.6,1509,47.3,2,0,No Failure,11.100000000000023,71375.7,15.766666666666666
0,298.6,309.7,1703,26.1,5,0,No Failure,11.099999999999966,44448.3,4.3500000000000005
0,298.6,309.7,1925,22.1,7,0,No Failure,11.099999999999966,42542.5,2.7625
1,298.6,309.6,1635,29.7,9,0,No Failure,11.0,48559.5,2.9699999999999998
0,298.5,309.5,1294,66.7,12,1,Power Failure,11.0,86309.8,5.130769230769231
0,298.6,309.6,1472,39.1,14,0,No Failure,11.0,57555.200000000004,2.606666666666667
2,298.6,309.6,1449,42.5,16,0,No Failure,11.0,61582.5,2.5
0,298.6,309.6,1563,35.0,21,0,No Failure,11.0,54705.0,1.5909090909090908
0,298.6,309.6,1611,35.7,23,0,No Failure,11.0,57512.700000000004,1.4875
0,298.6,309.6,1386,48.6,25,0,No Failure,11.0,67359.6,1.8692307692307693
2,298.6,309.5,1584,31.8,27,0,No Failure,10.899999999999977,50371.200000000004,1.1357142857142857
1,298.7,309.6,1424,50.4,32,0,No Failure,10.900000000000034,71769.59999999999,1.5272727272727273
0,298.5,309.5,1561,34.8,35,0,No Failure,11.0,54322.799999999996,0.9666666666666666
0,298.5,309.4,1560,37.9,37,0,No Failure,10.899999999999977,59124.0,0.9973684210526316
2,298.6,309.5,1375,41.0,39,0,No Failure,10.899999999999977,56375.0,1.025
1,298.6,309.5,1684,27.8,44,0,No Failure,10.899999999999977,46815.200000000004,0.6177777777777778
1,298.6,309.6,1397,54.1,47,0,No Failure,11.0,75577.7,1.1270833333333334
0,298.6,309.6,1387,57.6,50,0,No Failure,11.0,79891.2,1.1294117647058823
2,298.7,309.7,1311,54.5,52,0,No Failure,11.0,71449.5,1.028301886792453
0,298.8,309.8,1509,36.2,57,0,No Failure,11.0,54625.8,0.6241379310344828
1,298.8,309.8,1477,46.7,59,0,No Failure,11.0,68975.90000000001,0.7783333333333334
0,298.8,309.9,1441,41.6,62,0,No Failure,11.099999999999966,59945.6,0.6603174603174603
0,298.7,309.9,1404,47.1,64,0,No Failure,11.199999999999989,66128.40000000001,0.7246153846153847
2,298.8,309.9,1466,44.6,66,0,No Failure,11.099999999999966,65383.6,0.6656716417910448
1,298.7,309.8,1435,48.8,71,0,No Failure,11.100000000000023,70028.0,0.6777777777777777
2,298.7,309.7,1697,29.8,74,0,No Failure,11.0,50570.6,0.3973333333333333
1,298.7,309.6,1738,27.3,79,0,No Failure,10.900000000000034,47447.4,0.34125
2,298.6,309.5,1420,50.4,82,0,No Failure,10.899999999999977,71568.0,0.6072289156626506
1,298.5,309.5,1535,39.8,87,0,No Failure,11.0,61092.99999999999,0.4522727272727272
